;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
1345;1346;380.97166570027673;330.6025071144104;150.0;2.356592814127604;2.501764933268229;;;
1346;1347;329.06607627868647;344.91234316144664;233.0;2.317747933523996;2.4619413103376115;image;1.0;0.0
1347;1348;390.7051865713937;335.70344199453075;234.0;2.24984850202288;2.425328935895647;shows;2.0;6.428311172550539
1348;1349;341.8853160095215;339.26646303176875;417.0;2.2289105224609376;2.3712677001953124;image;1.0;2.733536968231249
1349;1350;424.56318054199215;334.8411201953888;167.0;2.20091552734375;2.370098876953125;shows;2.0;7.158879804611217
1350;1351;507.3730344772339;334.6610960662365;266.0;2.18796443939209;2.367826461791992;book;4.0;7.338903933763504
1351;1352;481.6756341116768;341.2459734167372;233.0;2.1970530918666293;2.356111798967634;book;4.0;0.7540265832628279
1352;1353;496.92998722621365;341.3634881973266;117.0;2.1832384381975443;2.344606672014509;book;4.0;0.6365118026733967
1353;1354;661.7038726806641;338.86379528045654;142.0;2.199003431532118;2.3711056179470487;"School""";7.0;4.549751130354205
1354;1355;777.4214126586913;347.6140900611877;174.0;2.203538513183594;2.38658447265625;with;8.0;0.0
1355;1356;763.2294933612529;342.97342531497657;642.0;2.174104739458133;2.334895989833734;with;8.0;0.0
1356;1357;810.2449704683743;346.5738807458144;217.0;2.1447354830228367;2.281110323392428;an;9.0;0.0
1357;1358;793.3977884145883;347.8846866901104;217.0;2.15484853891226;2.2575167142427883;an;9.0;0.0
1358;1359;770.016428232193;347.6636547893285;533.0;2.142214298248291;2.250270366668701;with;8.0;0.0
1359;1360;805.1520889282226;348.2265971660614;500.0;2.1333658854166666;2.2455983479817707;an;9.0;0.0
1360;1361;864.8780059814453;349.3789827346801;250.0;2.147760009765625;2.274760945638021;witch's;11.0;0.0
1361;1362;844.7828204815205;342.5871139306288;650.0;2.153474856645633;2.2853839580829325;old;10.0;0.0
1362;1363;894.9123105135831;345.1588861292058;183.0;2.152555985884233;2.2919491854580967;witch's;11.0;0.0
1363;1364;962.6097599909856;349.60814941846405;216.0;2.127582256610577;2.2984548715444717;on;13.0;2.3902400090144056
1364;1365;947.7253897530693;346.1198264530727;358.0;2.1388440813337053;2.325828188941592;hat;12.0;0.0
1365;1366;987.5163726806641;338.37336158752436;158.0;2.12872314453125;2.2822265625;on;13.0;7.644099307307904
1366;1367;1008.3136138916016;339.94019275903696;125.0;2.134389877319336;2.2924728393554688;it.;14.0;2.059807240963039
1367;1368;983.0685591264205;341.05354031649506;183.0;2.1267852783203125;2.2793468128551138;on;13.0;4.946459683504941
1368;1369;1048.6724888728215;341.0575826718257;433.0;2.0883560180664062;2.2468226506159854;has;16.0;0.9424173281743151
1369;1370;1126.8806819915771;343.89698320627207;266.0;2.1062135696411133;2.316593170166016;been;17.0;0.8806819915771484
1370;1371;1177.3658621651784;341.30981857436046;233.0;2.118982587541853;2.337243216378348;written;18.0;0.6901814256395369
1371;1372;1220.2600809733074;339.1241655349731;150.0;2.115968492296007;2.352483113606771;by;19.0;2.8758344650269123
1372;1373;361.137154897054;414.9045195579529;150.0;2.1674567328559027;2.2649722629123263;named;22.0;10.09548044204712
1373;1374;294.65677642822254;414.2060694694519;300.0;2.172998216417101;2.263341267903646;person;21.0;14.793930530548096
1374;1375;399.67197189331046;412.112190914154;167.0;2.121141052246094;2.2519439697265624;named;22.0;12.887809085846015
1375;1376;511.1249812733043;406.4247340289029;183.0;2.074647383256392;2.2300234707919038;appears;25.0;22.57526597109711
1376;1377;484.5386095046996;409.8268368244171;133.0;2.110492706298828;2.2324275970458984;and;24.0;15.173163175582886
1377;1378;470.37644958496094;337.0594325065613;150.0;2.108890109592014;2.268176608615452;a;3.0;5.458101991474714
1378;1379;345.6321446555001;333.12270385878423;233.0;2.1134229387555803;2.249144417898996;image;1.0;8.877296141215766
1379;1380;390.7847696940104;340.636682510376;150.0;2.126432630750868;2.260179307725694;shows;2.0;1.826313027416269
1380;1381;506.25409269332886;408.8364748656749;267.0;2.089488983154297;2.2597761154174805;book;4.0;50.836474865674916
1381;1382;654.6357634408132;413.9019651072366;233.0;2.0657642909458707;2.264084952218192;"""Witch";6.0;55.901965107236606
1382;1383;910.882317679269;410.75113861901417;234.0;2.106462751116072;2.2466049194335938;witch's;11.0;52.75113861901417
