;mean;std
31;0.25470684574320207;0.2170213777986239
30;0.20536008410154707;0.21270445966445076
29;0.2860948907801601;0.19760042591989832
28;0.2825671257409239;0.22399724764203566
27;0.22968840970150856;0.22873730893703145
26;0.26224751586462336;0.22462956885677887
25;0.19888267847417193;0.21418350766233973
24;0.2486608845695046;0.22833090891987723
23;0.21171918703392897;0.23302770958478375
22;0.2781749498570721;0.22245326399860726
21;0.22302773002771326;0.23377476524761648
20;0.24345386949134218;0.22187614837222025
19;0.23860794559002588;0.22567946927349763
18;0.2335830944612686;0.22797578686870643
17;0.2364490844446397;0.235213723127221
16;0.24157554412537605;0.22960511101525707
15;0.24795576630819763;0.23018353315795684
14;0.2670596767892081;0.22356941975172145
13;0.2652193605510985;0.2173285388322287
12;0.23681278167169184;0.1995782792802365
11;0.2751377613355855;0.20963092650450224
10;0.2711707380721515;0.20538982095197433
9;0.26143376542098834;0.21820663897960663
8;0.2521867981238019;0.19959872555625854
7;0.2622407897534677;0.20954382950867262
6;0.2853274556986099;0.22452947194181716
5;0.258260734810674;0.22285872368515658
4;0.23427174008032153;0.23326517026632315
3;0.2935216615116169;0.20092873412505075
2;0.22444623627683066;0.20918923176108295
1;0.23349766699866192;0.19514148487320776
0;0.2946491695620311;0.1943675121887268
