;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
2649;2650;457.50523423175423;749.2880526270185;150.0;2.7780592176649304;2.8325602213541665;;;
2650;2651;427.9105992219886;767.9786864008222;150.0;2.8106180826822915;2.874437120225694;Describe;0.0;2.0213135991778017
2651;2652;508.8759549043616;763.6098851885114;167.0;2.709027099609375;2.735772705078125;the;1.0;6.3901148114886155
2652;2653;584.3011097810706;762.1372236933026;84.0;2.6353363037109374;2.606390380859375;overall;2.0;9.482880161645198
2653;2654;694.229993142887;768.8178591932569;334.0;2.6648658752441405;2.595768737792969;appearance;3.0;5.182140806743064
2654;2655;589.1186865981743;768.100547177451;117.0;2.7186279296875;2.6886509486607144;appearance;3.0;5.899452822549051
2655;2656;514.230675210758;770.2349141875466;216.0;2.694823044996995;2.7164036677433896;overall;2.0;3.7693247892419777
2656;2657;631.199396873007;765.1521397999354;233.0;2.6694935389927457;2.621875217982701;appearance;3.0;8.847860200064588
2657;2658;800.3570555442917;748.617227255643;217.0;2.57156724196214;2.5558682955228367;atmosphere;5.0;21.382772744357
2658;2659;924.4937077424963;757.8238788332258;167.0;2.544297790527344;2.621310424804688;the;7.0;12.26739945905248
2659;2660;996.7178234956702;757.1560581411634;200.0;2.586034138997396;2.7007764180501304;bedroom;8.0;12.843941858836615
2660;2661;1148.1951730948726;759.4601164545331;158.0;2.631281534830729;2.685056898328993;image.;11.0;11.344100777406135
2664;2665;482.56464105722864;799.3975159100123;117.0;2.7306910923549106;2.809810093470982;the;1.0;13.397515910012316
2665;2666;440.61559746273997;764.2031758372523;283.0;2.7404237634995403;2.8724733240464158;Describe;0.0;5.7968241627477255
2666;2667;567.9581578157387;758.2012789453778;250.0;2.6779754638671878;2.7717081705729165;overall;2.0;11.798721054622206
2667;2668;617.7780241307948;754.6130020037418;283.0;2.6429057401769303;2.7103289435891544;appearance;3.0;19.386997996258174
2668;2669;673.3836878043454;764.4317904199872;150.0;2.637395222981771;2.662351820203993;appearance;3.0;9.568209580012763
2669;2670;774.3726495236766;751.4981742586408;233.0;2.6203111921037947;2.629617963518416;atmosphere;5.0;18.501825741359198
2670;2671;860.6806301973304;753.7323749746595;133.0;2.5992469787597656;2.673044204711914;atmosphere;5.0;16.26762502534052
2671;2672;937.9524103847639;755.5675121468383;184.0;2.625284368341619;2.7517519864169038;bedroom;8.0;14.43248785316166
2672;2673;984.764463718393;751.7525494996603;184.0;2.6385012539950283;2.7803233753551138;bedroom;8.0;18.24745050033971
2673;2674;1061.2625050447425;755.8176079477582;100.0;2.652231852213541;2.7862574259440103;the;10.0;14.182392052241767
2674;2675;1122.2892098329505;755.982784816197;134.0;2.6710777282714844;2.755613327026367;image.;11.0;14.017215183803046
