;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
4755;4756;473.3009376525879;755.3541498184204;200.0;2.5554987589518228;2.5935033162434897;;;
4756;4757;562.7824547507546;755.464774651961;183.0;2.50694413618608;2.5552479137073862;the;2.0;14.556270516696744
4757;4758;727.7618118286132;749.9028230667114;250.0;2.478987630208333;2.321123250325521;Om;6.0;20.09717693328855
4758;4759;799.8685455322266;748.6319932937622;91.0;2.430963134765625;2.34368896484375;chanting;7.0;21.368006706237793
4759;4760;840.5250091552734;739.2376012802124;83.0;2.463937377929688;2.4884124755859376;mentioned;8.0;31.086182108061713
4760;4761;895.4743690490723;746.8506889343262;200.0;2.510033925374349;2.5602696736653647;mentioned;8.0;23.149311065673828
4761;4762;969.7606201171875;744.9868841171265;117.0;2.5177481515066966;2.6045423235212053;in;9.0;25.294233133974544
4762;4763;1029.7080438787286;741.0160287510265;183.0;2.510163740678267;2.593378240411932;image?;11.0;28.98397124897349
4763;4764;1067.8493728637695;742.4222416877747;108.0;2.5359649658203125;2.578804016113281;image?;11.0;27.577758312225342
4766;4767;485.7661768595377;804.3883008956909;150.0;2.531804402669271;2.5784183078342013;What;0.0;18.388300895690918
4767;4768;572.8445746681906;768.452634638006;183.0;2.54541015625;2.533536044034091;purpose;3.0;5.547365361994025
4768;4769;686.6098785400391;773.945966720581;150.0;2.4578484429253478;2.571546766493056;the;5.0;0.0
4769;4770;769.7959971427917;750.2698134183884;267.0;2.4372358322143555;2.3716392517089844;chanting;7.0;19.730186581611633
4770;4771;822.8795642852783;736.7953469753265;142.0;2.447671890258789;2.349123001098633;chanting;7.0;33.20465302467346
4771;4772;878.7197204589843;748.0828296661377;76.0;2.492648315429688;2.4787109375;mentioned;8.0;21.91717033386226
4772;4773;932.8841145833333;747.3245000839233;150.0;2.5645294189453125;2.5937872992621527;mentioned;8.0;22.67549991607666
4773;4774;1015.191032409668;743.3962346076966;167.0;2.586665344238281;2.657066345214844;image?;11.0;26.603765392303444
4774;4775;1062.3790806361608;741.3066898073469;116.0;2.5808541434151784;2.629359654017857;image?;11.0;28.693310192653144
4779;4780;475.92359488350996;761.3226883752005;108.0;2.620642525809152;2.727454049246652;What;0.0;8.677311624799472
4780;4781;566.84048538208;754.9896346092224;167.0;2.6261978149414062;2.7508056640625;the;2.0;15.771536637207657
4781;4782;622.7761945724487;752.6749566793442;134.0;2.596515655517578;2.664621353149414;purpose;3.0;21.325043320655823
4782;4783;700.6744102478027;748.6567640304565;167.0;2.528883361816406;2.559381103515625;the;5.0;21.343235969543457
4783;4784;773.1571863347833;741.5678810639814;184.0;2.498618386008523;2.5798534046519888;chanting;7.0;28.432118936018583
4784;4785;842.1336281516335;737.4736518859863;184.0;2.4742625843394888;2.547836303710937;mentioned;8.0;32.65240280909062
4785;4786;923.6148904653695;742.6074534196119;217.0;2.446721003605769;2.513245802659255;mentioned;8.0;27.392546580388057
4786;4787;1000.2037525177002;739.1296316385269;134.0;2.467880249023437;2.576221466064453;the;10.0;30.870368361473083
4787;4788;1065.0566787719727;743.5142912864685;100.0;2.480682373046875;2.5877354939778647;image?;11.0;26.485708713531494
4797;4798;546.2900325230189;740.5554824556623;117.0;2.628936767578125;2.6225738525390625;the;2.0;29.444517544337714
4798;4799;466.7267570495605;754.0943548679352;200.0;2.5960515340169272;2.672278086344401;What;0.0;15.90564513206482
4799;4800;559.8073036193847;754.9082722663879;166.0;2.5157257080078126;2.55499267578125;the;2.0;15.09172773361206
4800;4801;680.5769577026367;763.9653453826904;100.0;2.483556111653646;2.497685750325521;the;5.0;6.03465461730957
4801;4802;763.2348581949869;750.5817804336548;150.0;2.4679938422309027;2.378207736545139;chanting;7.0;19.418219566345215
4802;4803;846.3807754516602;742.758193731308;200.0;2.4707323710123696;2.4314193725585938;mentioned;8.0;27.241806268692017
4803;4804;924.1676189716045;745.3862384649424;216.0;2.461658184344952;2.5019918588491588;mentioned;8.0;24.61376153505762
4804;4805;993.3854293823242;740.2201137542725;200.0;2.5140469868977866;2.572797139485677;the;10.0;29.77988624572754
4805;4806;808.9309774545524;747.1171872799213;216.0;2.514170720027044;2.4710493821364183;chanting;7.0;22.882812720078732
4806;4807;867.3482971191406;752.0880546569824;150.0;2.4935675726996527;2.511805216471354;mentioned;8.0;17.911945343017578
4807;4808;932.2862548828125;747.8352716445922;166.0;2.5048812866210937;2.5523223876953125;mentioned;8.0;22.16472835540776
4808;4809;1018.1320638656616;738.6749601960182;267.0;2.531147003173828;2.594792366027832;image?;11.0;31.32503980398178
4811;4812;965.1479507446288;743.3155134201049;167.0;2.588873291015625;2.6331466674804687;in;9.0;26.684486579895065
4812;4813;996.3404445648193;748.2014472484589;141.0;2.591026306152344;2.637451171875;the;10.0;21.798552751541138
