;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
5892;5893;642.9882659912108;790.4766941070558;83.0;2.5796112060546874;2.521212768554688;;;
5893;5894;591.3874443054199;765.5150321960449;166.0;2.61689453125;2.5460830688476563;What;0.0;4.484967803955101
5894;5895;666.975471496582;765.8638933897018;133.0;2.606430053710937;2.59231185913086;the;2.0;4.136106610298157
5895;5896;784.6111602783203;748.1317863464355;150.0;2.5370635986328125;2.551571316189236;theme;4.0;21.868213653564453
5896;5897;864.0975875854492;748.7049601078033;200.0;2.5435880025227866;2.569761912027994;this;6.0;21.295039892196655
5897;5898;831.5543018687856;746.0199258977716;183.0;2.576141357421875;2.5869140625;of;5.0;24.104468326378633
5898;5899;913.7931191580637;751.6165580749512;116.0;2.5631256103515625;2.618406023297991;image?;7.0;18.383441925048828
5899;5900;723.1198899405343;753.221436228071;233.0;2.611328125;2.573185511997768;possible;3.0;16.778563771929043
5900;5901;801.4459584554037;747.1125469207764;150.0;2.5439571804470487;2.616463555230035;theme;4.0;22.887453079223633
5901;5902;900.1958582261029;751.835576281828;283.0;2.471043306238511;2.6004180908203125;image?;7.0;18.164423718171975
5902;5903;949.5165645054409;746.4982521874564;124.0;2.5225132533482144;2.6283155168805803;image?;7.0;23.501747812543613
5909;5910;741.319778137207;740.459947013855;416.0;2.57367919921875;2.605633544921875;possible;3.0;29.540052986145042
5910;5911;822.1762847900391;746.4352111816406;150.0;2.5696241590711804;2.643917507595486;theme;4.0;23.564788818359375
5911;5912;892.3367872238159;747.6664205789566;267.0;2.5445470809936523;2.600306510925293;this;6.0;22.373550675693174
5912;5913;950.5167274475098;753.8100943565369;66.0;2.5338287353515625;2.6287155151367188;image?;7.0;16.189905643463135
