Group,SC_mean,SC_std,SE_mean,SE_std
LLaVA-7B-mean,48.33109637088399,49.45763291140585,17.3127007413727,0.6253341563301994
LLaVA-7B-max,53.345747407878505,54.36140557251974,17.337323295174535,0.629863837842664
LLaVA-13B-mean,43.22035341766475,44.46763693434476,17.01093996249212,0.5255731260503999
LLaVA-13B-max,45.956941716643584,47.62609896747854,17.213584535261173,0.568635051481069
