model_SC_mean,model_SC_std,model_SE_mean,model_SE_std,subjects_SC_mean,subjects_SC_std,subjects_SE_mean,subjects_SE_std
0.24507887661457062,0.12644708264852517,13.668087,0.14701965,43.18242548944576,43.75477699521563,16.6098,0.5932157
