;mean;std
23;0.22091023114108738;0.1980966417330469
22;0.08520436444810457;0.2402197675973455
21;0.1810422649833545;0.20815015335937587
20;0.3207999007065411;0.18511750390330575
19;0.2884879308184045;0.16477941684980218
18;0.3086480494863559;0.18309807898283587
17;0.2542289791111142;0.1936599343748303
16;0.2683051738760458;0.21434940965447127
15;0.13967560500792778;0.2043591133991623
14;0.28541950701956537;0.2066393264242078
13;0.4523813672522743;0.190953372022458
12;0.21071694389062898;0.20194703390439686
11;0.08271381290742154;0.2186787614639777
10;-0.09652819721346005;0.26954365997414786
9;-0.07404191627842598;0.2685123748788707
8;-0.0218984028859889;0.24861078847407087
7;0.07877395012526814;0.23045882257838024
6;-0.027114415274850725;0.276412313408072
5;-0.03657137810750089;0.24898107957122764
4;-0.16188578844885193;0.26187583243367096
3;-0.1993438830354011;0.2847810631808366
2;-0.19349051438403098;0.28757293751821233
1;0.09567214942856347;0.215974352208257
0;0.6423067729654567;0.11823635761880488
