;mean;std
23;-0.037725725270559396;0.1645680900597626
22;-0.02589910797605092;0.17001691489862544
21;0.14783435541670176;0.15263734422091538
20;0.22428232849921356;0.13429748318241472
19;0.23276873171093831;0.15778063656315347
18;0.14866489948606554;0.1786606968207848
17;0.13742529479658858;0.1637013315810936
16;-0.011041179242705125;0.18284845934874552
15;0.0048100857138130395;0.16887149001998822
14;0.006652522698565059;0.16528757055422008
13;0.13050784288822817;0.15849148819111636
12;0.2688989499048755;0.167283679996862
11;0.2119706746069759;0.1941032520277014
10;0.13901756021871764;0.12063034584982131
9;0.18624958674492884;0.15339998857956275
8;0.08099578855381803;0.15169573979837353
7;0.155726831019214;0.18091279155136641
6;0.1443940272667353;0.20153308056912664
5;0.21185286736365933;0.1663213734841747
4;0.23097971756856991;0.14905324166148418
3;0.3234707854876272;0.16126966149101502
2;0.0190275121058837;0.30881743294615865
1;-0.23562845862669987;0.1938173401830083
0;0.5546637203771828;0.14036595834764956
