;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
554;555;666.9460509373591;754.9499258169761;92.0;2.994410196940104;2.866673787434896;;;
555;556;495.37963099932784;785.1807741854525;283.0;3.1085151223575367;2.997699513154872;What;0.0;0.0
556;557;597.0079611851618;785.2516109594933;250.0;3.113376871744792;3.0378448486328127;purpose;3.0;0.0
557;558;720.4286226754659;785.6231935901957;233.0;3.0993804931640625;3.0402047293526784;Om;6.0;0.0
558;559;818.880663211529;794.0757956413122;433.0;3.028660113994892;3.0026526817908654;chanting;7.0;4.075795641312197
559;560;921.9134753300593;782.4178983339897;267.0;3.0356454849243164;3.0395164489746094;mentioned;8.0;0.0
560;561;1021.5043132574849;780.3345069340452;284.0;3.005313648897059;3.078520830939798;image?;11.0;0.0
561;562;989.3516511672583;770.5547889837852;300.0;3.0547222561306424;3.0782038370768228;the;10.0;0.0
562;563;1060.8158395159376;778.0875705847374;124.0;3.0926644461495534;3.104609898158482;image?;11.0;0.0
573;574;938.0092060249169;776.1579812264944;176.0;3.2133858420632104;3.219335382634944;mentioned;8.0;0.0
574;575;893.3524016453669;781.2809099325767;334.0;3.158315277099609;3.11903076171875;mentioned;8.0;0.0
