Model,SIM_mean,SIM_std,AUC_mean,AUC_std,NSS_mean,NSS_std,KLD_mean,KLD_std,CC_mean,CC_std
llava7,0.06565218727351088,0.04186874492813651,0.4989794841956409,0.038747102166790295,-0.05105440484552682,0.18322810651169824,inf,,-0.029028673056843146,0.0532704110954962
llava13,0.048084318855119455,0.03400643119725067,0.5018547764114663,0.0344036848128782,-0.03216317070282436,0.18887466539007955,inf,,-0.02506720630121684,0.04446733738236025
