;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
4697;4698;371.3786087036132;754.4054695430555;309.0;3.0099214252672697;3.308000263414885;;;
4698;4699;486.3959564208985;753.384725189209;167.0;2.9179336547851564;3.243519592285156;the;3.0;3.615274810790993
4699;4700;568.471658186479;759.2655728947033;184.0;2.885109641335227;3.240780917080966;purple;4.0;0.0
4700;4701;635.4834406235639;766.6305690092199;283.0;2.8847458783318016;3.2300298354204964;umbrella;5.0;0.0
4701;4702;742.0327522971413;763.1531857577238;183.0;2.8773151744495737;3.2405048717151987;the;7.0;0.0
4702;4703;830.0501534598216;760.9717156546457;233.0;2.9331817626953125;3.306725638253348;leaves?;9.0;0.0
4705;4706;956.647212101863;744.8465331150935;217.0;2.9508643517127404;3.2560450236002603;appears;11.0;16.153466884906493
4706;4707;1068.7751174926757;752.2507327079772;167.0;2.975996398925781;3.325303649902344;left;14.0;4.7492672920227506
4707;4708;1147.4554595947266;758.9827387332916;200.0;2.996138254801432;3.2999000549316406;behind;15.0;0.0
4708;4709;1173.6890850067139;762.8624864816666;400.0;2.98982302347819;3.316788991292318;by;16.0;0.0
4709;4710;790.8203819274903;794.8698795318604;167.0;2.9914535522460937;3.2983322143554688;someone.;17.0;0.0
4710;4711;738.1684656143187;795.3147382736206;134.0;2.976949691772461;3.294687271118164;someone.;17.0;0.0
4717;4718;366.5972542762755;736.9788969755173;125.0;3.003507614135742;3.26507568359375;Can;0.0;20.021103024482727
4718;4719;464.01626332600904;747.8795585632324;150.0;2.9969906277126737;3.279634263780382;spot;2.0;9.120441436767578
4719;4720;553.6696947537935;757.4959674981924;217.0;2.916194035456731;3.2233487642728367;purple;4.0;0.0
4720;4721;704.7919305654673;758.1023573508629;217.0;2.9080587533804088;3.2716944767878604;near;6.0;2.897642649137083
4721;4722;820.8349800109863;756.7830880880356;134.0;2.975963592529297;3.3508663177490234;leaves?;9.0;0.2169119119644165
4733;4734;1103.2713012695312;743.2064595222473;92.0;2.9259796142578125;3.277427673339844;behind;15.0;13.793540477752686
4734;4735;1148.4258524576824;732.1172246932983;150.0;2.9753790961371527;3.3341827392578125;behind;15.0;24.88277530670166
4735;4736;946.468389337713;737.2494465221058;184.0;2.9774599942294038;3.3315929066051138;appears;11.0;23.750553477894186
4736;4737;1046.9529647827148;748.2408242225647;67.0;2.97684097290039;3.3020553588867188;be;13.0;8.759175777435303
4737;4738;1130.5905990600586;738.8743357658386;100.0;3.0082422892252603;3.3338114420572915;behind;15.0;18.125664234161377
4738;4739;777.8873832009056;786.636559269645;367.0;3.0085490833629263;3.323577187278054;someone.;17.0;0.0
4739;4740;727.7368174961634;755.0804756028311;234.0;3.012617928641183;3.3556649344308034;the;7.0;1.919524397168857
4740;4741;666.4724716186523;752.7378690719604;167.0;3.0115890502929688;3.3573532104492188;umbrella;5.0;6.178087279037274
4741;4742;835.2934675950271;755.8667419140155;217.0;3.0301419771634617;3.4453218900240383;leaves?;9.0;1.1332580859844938
4742;4743;797.1492881774902;764.9556448459625;200.0;3.052637736002604;3.4494043986002603;green;8.0;0.0
4743;4744;863.0097599029541;740.9041221141815;133.0;3.05915641784668;3.490549087524414;leaves?;9.0;16.09587788581848
