Model,SIM_mean,SIM_std,AUC_mean,AUC_std,NSS_mean,NSS_std,KLD_mean,KLD_std,CC_mean,CC_std
Visalformer,0.5085497142790946,0.1096240611967545,0.5961376584138132,0.1436095818706724,0.2909574675583829,0.48021407120151016,1.8659562181336714e+17,3.592089247626705e+17,0.14889122590717394,0.25519429991442694
MDSEM-500,0.4558925788209896,0.11836223879013696,0.741345718051448,0.1268685316777011,0.9611269421750046,0.7200727279504754,,,0.43005713175116767,0.2466418162741021
MDSEM-3000,0.5421607184791405,0.11020617583853642,0.7635294506044099,0.12676899333306102,1.119230022860898,0.7842242456111947,,,0.4732439376587073,0.2286009592488594
MDSEM-5000,0.5421607184791405,0.11020617583853642,0.7635294506044099,0.12676899333306102,1.119230022860898,0.7842242456111947,,,0.4732439376587073,0.2286009592488594
