Model,SIM_mean,SIM_std,AUC_mean,AUC_std,NSS_mean,NSS_std,KLD_mean,KLD_std,CC_mean,CC_std
LLaVA-7B-mean,0.4785020761280754,0.11800085636246802,0.6052020273231379,0.1274519513092256,0.3176973783868134,0.4972270687631664,0.9510127478823741,0.6728206407323283,0.18061332207179778,0.2768326527427353
LLaVA-7B-max,0.5270230960732144,0.1257573498747022,0.6702213184218987,0.12025590972589169,0.6154024224447171,0.5194763490726365,0.8084877446329395,0.6867576866144977,0.3622198332065543,0.27562808425243507
LLaVA-13B-mean,0.4298077478631442,0.14431885189633759,0.5910051932696226,0.12007579799361077,0.1871593517123089,0.49480145911443113,1.270574258164745,1.0170317399225655,0.11756186273147914,0.2875128683639458
LLaVA-13B-max,0.5000009032539792,0.14131045746578247,0.6446825708295963,0.12752139337769228,0.46462605649556493,0.5510815121840941,0.9452027955174731,0.8730672118178094,0.2803705834198342,0.31105630772064025
