sim_mean,sim_std,auc_mean,auc_std,nss_mean,nss_std,kld_mean,kld_std,cc_mean,cc_std
0.5081739976354267,0.10938820608110202,0.5966742081586334,0.14328334849175708,0.29085585139504944,0.47864907885334007,1.8612076048342973e+17,3.580956424850298e+17,0.14881392338945465,0.25437528843672813
