Group,SC_mean,SC_std,SE_mean,SE_std
Visalformer,0.24507887661457062,0.12644708264852517,13.668087005615234,0.1470196545124054
MDSEM-500,32.16249537667433,32.86818300860727,15.613290786743164,0.6440624594688416
MDSEM-3000,30.224297558481364,31.187596578251753,16.004894256591797,0.5995768308639526
MDSEM-5000,30.459680417577417,31.301467571529194,16.134428024291992,0.5936088562011719
